/usr/local/bin/python3.6 /home/spec/PycharmProjects/NN-Data-Classification/main_example.py
TRAIN | Epoch: 262 | Loss: 0.0625 | Accuracy: 0.9375
TRAIN | Epoch: 263 | Loss: 0.057692307692307696 | Accuracy: 0.9423076923076923
TRAIN | Epoch: 264 | Loss: 0.0625 | Accuracy: 0.9375
TRAIN | Epoch: 265 | Loss: 0.07211538461538461 | Accuracy: 0.9278846153846154
TRAIN | Epoch: 266 | Loss: 0.07211538461538461 | Accuracy: 0.9278846153846154
TRAIN | Epoch: 267 | Loss: 0.09615384615384616 | Accuracy: 0.9038461538461539
TRAIN | Epoch: 268 | Loss: 0.0673076923076923 | Accuracy: 0.9326923076923077
TRAIN | Epoch: 269 | Loss: 0.14903846153846154 | Accuracy: 0.8509615384615384
TRAIN | Epoch: 270 | Loss: 0.07692307692307693 | Accuracy: 0.9230769230769231
TRAIN | Epoch: 271 | Loss: 0.052884615384615384 | Accuracy: 0.9471153846153846
TRAIN | Epoch: 272 | Loss: 0.0673076923076923 | Accuracy: 0.9326923076923077
TRAIN | Epoch: 273 | Loss: 0.08653846153846154 | Accuracy: 0.9134615384615384
TRAIN | Epoch: 274 | Loss: 0.09134615384615384 | Accuracy: 0.9086538461538461
TRAIN | Epoch: 275 | Loss: 0.057692307692307696 | Accuracy: 0.9423076923076923
TRAIN | Epoch: 276 | Loss: 0.09615384615384616 | Accuracy: 0.9038461538461539
TRAIN | Epoch: 277 | Loss: 0.057692307692307696 | Accuracy: 0.9423076923076923
TRAIN | Epoch: 278 | Loss: 0.14423076923076922 | Accuracy: 0.8557692307692307
TRAIN | Epoch: 279 | Loss: 0.125 | Accuracy: 0.875
TRAIN | Epoch: 280 | Loss: 0.10576923076923077 | Accuracy: 0.8942307692307693
TRAIN | Epoch: 281 | Loss: 0.0625 | Accuracy: 0.9375
TRAIN | Epoch: 282 | Loss: 0.10576923076923077 | Accuracy: 0.8942307692307693
TRAIN | Epoch: 283 | Loss: 0.0625 | Accuracy: 0.9375
TRAIN | Epoch: 284 | Loss: 0.057692307692307696 | Accuracy: 0.9423076923076923
TRAIN | Epoch: 285 | Loss: 0.0625 | Accuracy: 0.9375
TRAIN | Epoch: 286 | Loss: 0.14423076923076922 | Accuracy: 0.8557692307692307
TRAIN | Epoch: 287 | Loss: 0.11538461538461539 | Accuracy: 0.8846153846153846
TRAIN | Epoch: 288 | Loss: 0.14423076923076922 | Accuracy: 0.8557692307692307
TRAIN | Epoch: 289 | Loss: 0.13942307692307693 | Accuracy: 0.8605769230769231
TRAIN | Epoch: 290 | Loss: 0.09134615384615384 | Accuracy: 0.9086538461538461
TRAIN | Epoch: 291 | Loss: 0.0625 | Accuracy: 0.9375
TRAIN | Epoch: 292 | Loss: 0.10096153846153846 | Accuracy: 0.8990384615384616
TRAIN | Epoch: 293 | Loss: 0.052884615384615384 | Accuracy: 0.9471153846153846
TRAIN | Epoch: 294 | Loss: 0.057692307692307696 | Accuracy: 0.9423076923076923
TRAIN | Epoch: 295 | Loss: 0.052884615384615384 | Accuracy: 0.9471153846153846
TRAIN | Epoch: 296 | Loss: 0.0625 | Accuracy: 0.9375
TRAIN | Epoch: 297 | Loss: 0.0625 | Accuracy: 0.9375
TRAIN | Epoch: 298 | Loss: 0.057692307692307696 | Accuracy: 0.9423076923076923
TRAIN | Epoch: 299 | Loss: 0.057692307692307696 | Accuracy: 0.9423076923076923
TRAIN | Epoch: 300 | Loss: 0.057692307692307696 | Accuracy: 0.9423076923076923
TRAIN | Epoch: 301 | Loss: 0.13942307692307693 | Accuracy: 0.8605769230769231
TRAIN | Epoch: 302 | Loss: 0.057692307692307696 | Accuracy: 0.9423076923076923
TRAIN | Epoch: 303 | Loss: 0.10096153846153846 | Accuracy: 0.8990384615384616
TRAIN | Epoch: 304 | Loss: 0.09615384615384616 | Accuracy: 0.9038461538461539
TRAIN | Epoch: 305 | Loss: 0.10096153846153846 | Accuracy: 0.8990384615384616
